Attrition,BusinessTravel,CF_ageband,CF_attritionlabel,Department,EducationField,EmployeeNumber,Gender,JobRole,MaritalStatus,OverTime,Over18,TrainingTimesLastYear,Age,CF_currentEmployee,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
No,Non-Travel,45 - 54,Current Employees,Sales,Marketing,1612,Male,Sales Executive,Married,No,Y,2,45,1,26,Bachelor's Degree,1,1,52,2,2,1,4385,24162,1,15,3,1,80,1,10,3,10,7,4,5
No,Non-Travel,45 - 54,Current Employees,Sales,Marketing,1731,Male,Sales Executive,Married,No,Y,3,47,1,2,Master's Degree,1,3,87,3,2,2,4978,3536,7,11,3,4,80,1,4,1,1,0,0,0
No,Non-Travel,45 - 54,Current Employees,Sales,Life Sciences,1801,Male,Sales Executive,Single,No,Y,3,46,1,26,Associates Degree,1,2,98,2,2,2,7991,25166,8,15,3,3,80,0,6,3,2,2,2,2
No,Travel_Frequently,35 - 44,Current Employees,HR,Human Resources,1563,Male,Human Resources,Married,No,Y,2,38,1,10,Master's Degree,1,3,71,3,2,3,6077,14814,3,11,3,3,80,0,10,3,6,3,1,2
No,Travel_Frequently,Under 25,Current Employees,HR,Medical,1746,Male,Human Resources,Married,No,Y,2,24,1,10,Bachelor's Degree,1,1,59,3,1,4,2145,2097,0,14,3,4,80,1,3,3,2,2,2,1
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,1590,Male,Healthcare Representative,Divorced,No,Y,0,29,1,2,High School,1,1,87,3,2,4,8853,24483,1,19,3,4,80,1,6,4,6,4,1,3
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,1615,Male,Manufacturing Director,Divorced,No,Y,3,34,1,10,Master's Degree,1,3,42,4,2,4,4724,17000,1,13,3,1,80,1,9,3,9,7,7,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Medical,1485,Male,Research Director,Divorced,No,Y,3,34,1,15,Bachelor's Degree,1,2,71,3,4,1,17007,11929,7,14,3,4,80,2,16,2,14,8,6,9
No,Travel_Frequently,25 - 34,Current Employees,R&D,Other,1431,Male,Research Scientist,Divorced,No,Y,2,34,1,1,Master's Degree,1,4,91,3,1,1,2996,20284,5,14,3,3,80,2,10,3,4,3,1,3
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,1653,Male,Manufacturing Director,Divorced,No,Y,6,25,1,2,High School,1,4,77,4,2,3,5206,4973,1,17,3,3,80,2,7,3,7,7,0,7
No,Travel_Frequently,45 - 54,Current Employees,R&D,Life Sciences,1941,Male,Research Director,Married,No,Y,3,49,1,2,High School,1,2,42,3,5,4,19161,13738,3,15,3,4,80,0,28,3,5,4,4,3
No,Travel_Frequently,25 - 34,Current Employees,R&D,Medical,1852,Male,Laboratory Technician,Married,No,Y,3,29,1,20,High School,1,4,40,3,1,4,3812,7003,1,13,3,2,80,0,11,4,11,8,3,10
No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,1997,Male,Manufacturing Director,Married,No,Y,1,38,1,6,Master's Degree,1,1,72,2,2,3,5321,14284,2,11,3,4,80,1,10,3,8,3,7,7
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,1720,Male,Research Scientist,Married,No,Y,3,32,1,10,Bachelor's Degree,1,1,56,3,1,3,3433,17360,6,13,3,1,80,1,10,2,5,2,1,3
No,Travel_Frequently,25 - 34,Current Employees,R&D,Other,1918,Male,Laboratory Technician,Married,No,Y,3,26,1,6,Bachelor's Degree,1,3,61,4,1,4,2544,7102,0,18,3,1,80,1,8,3,7,7,7,7
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,2061,Male,Laboratory Technician,Married,No,Y,3,36,1,23,Associates Degree,1,3,41,4,2,4,2571,12290,4,17,3,3,80,1,17,3,5,2,0,3
No,Travel_Frequently,25 - 34,Current Employees,R&D,Technical Degree,1597,Male,Healthcare Representative,Married,No,Y,3,34,1,10,Master's Degree,1,4,92,2,2,3,5063,15332,1,14,3,2,80,1,8,2,8,2,7,7
No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,1668,Male,Research Scientist,Married,No,Y,4,38,1,1,Bachelor's Degree,1,4,90,3,2,4,4735,9867,7,15,3,4,80,2,19,4,13,11,2,9
No,Travel_Frequently,45 - 54,Current Employees,R&D,Medical,1922,Male,Healthcare Representative,Single,No,Y,3,45,1,1,Master's Degree,1,2,44,3,2,3,5399,14511,4,12,3,3,80,0,12,3,4,2,0,3
No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,1412,Male,Manufacturing Director,Single,No,Y,2,35,1,18,Associates Degree,1,3,60,3,3,4,9362,19944,2,11,3,3,80,0,10,3,2,2,2,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Medical,1648,Male,Research Scientist,Single,No,Y,0,27,1,2,Bachelor's Degree,1,4,87,3,1,4,2580,6297,2,13,3,3,80,0,6,2,4,2,1,2
No,Travel_Frequently,35 - 44,Current Employees,Sales,Life Sciences,1812,Male,Sales Executive,Divorced,No,Y,6,39,1,20,Bachelor's Degree,1,3,83,3,2,4,4127,19188,2,18,3,4,80,1,7,3,2,1,2,2
No,Travel_Frequently,35 - 44,Current Employees,Sales,Medical,1700,Male,Sales Executive,Divorced,No,Y,2,37,1,1,Master's Degree,1,3,31,1,2,4,9525,7677,1,14,3,3,80,2,6,2,6,3,1,3
No,Travel_Frequently,45 - 54,Current Employees,Sales,Medical,2065,Male,Sales Executive,Married,No,Y,3,49,1,2,Bachelor's Degree,1,4,63,2,2,2,5390,13243,2,14,3,4,80,0,17,2,9,6,0,8
No,Travel_Frequently,25 - 34,Current Employees,Sales,Medical,1477,Male,Sales Executive,Married,No,Y,2,33,1,7,Bachelor's Degree,1,4,54,3,2,1,4373,17456,0,14,3,1,80,2,5,3,4,3,0,3
No,Travel_Frequently,25 - 34,Current Employees,Sales,Life Sciences,1507,Male,Sales Executive,Single,No,Y,5,28,1,7,Bachelor's Degree,1,3,55,3,2,1,4898,11827,0,14,3,4,80,0,5,3,4,2,1,3
No,Travel_Frequently,25 - 34,Current Employees,Sales,Other,1613,Male,Sales Executive,Single,No,Y,3,31,1,2,Master's Degree,1,4,54,3,2,1,5332,21602,7,13,3,4,80,0,10,3,5,2,0,3
No,Travel_Frequently,25 - 34,Current Employees,Sales,Marketing,1853,Male,Sales Executive,Single,No,Y,2,32,1,10,Master's Degree,1,4,79,3,2,4,4648,26075,8,13,3,3,80,0,4,4,0,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,HR,Other,1794,Male,Human Resources,Divorced,No,Y,4,37,1,8,Associates Degree,1,3,89,3,2,2,4071,12832,2,13,3,3,80,0,19,2,10,0,4,7
No,Travel_Rarely,25 - 34,Current Employees,HR,Medical,1865,Male,Human Resources,Married,No,Y,3,29,1,6,High School,1,4,87,2,1,2,2804,15434,1,11,3,4,80,0,1,3,1,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,HR,Other,1419,Male,Human Resources,Single,No,Y,3,29,1,17,Bachelor's Degree,1,2,51,2,3,1,7988,9769,1,13,3,1,80,0,10,2,10,9,0,9
No,Travel_Rarely,35 - 44,Current Employees,HR,Life Sciences,1778,Male,Human Resources,Single,No,Y,5,43,1,2,Bachelor's Degree,1,2,97,3,1,4,3539,5033,0,13,3,2,80,0,10,3,9,7,1,8
No,Travel_Rarely,Over 55,Current Employees,R&D,Technical Degree,1694,Male,Research Scientist,Divorced,No,Y,1,55,1,22,Bachelor's Degree,1,1,94,2,1,2,3537,23737,5,12,3,4,80,1,8,3,4,2,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,1506,Male,Research Scientist,Divorced,No,Y,2,28,1,1,Bachelor's Degree,1,1,72,2,1,3,1563,12530,1,14,3,4,80,1,1,1,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,1892,Male,Manager,Divorced,No,Y,3,40,1,1,Master's Degree,1,1,98,3,4,1,16823,18991,2,11,3,1,80,1,22,3,19,7,11,16
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,1881,Male,Laboratory Technician,Divorced,No,Y,2,31,1,20,Bachelor's Degree,1,2,89,3,2,3,4197,18624,1,11,3,1,80,1,10,3,10,8,0,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,1627,Male,Laboratory Technician,Divorced,No,Y,3,39,1,3,Associates Degree,1,3,76,2,2,3,3069,10302,0,15,3,4,80,1,11,3,10,8,0,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,1474,Male,Research Scientist,Divorced,No,Y,3,40,1,2,Bachelor's Degree,1,3,68,3,1,3,2345,8045,2,14,3,3,80,1,8,4,3,1,1,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,1857,Male,Manufacturing Director,Divorced,No,Y,4,46,1,2,Associates Degree,1,4,82,3,3,4,8578,19989,3,14,3,3,80,1,12,2,9,8,4,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Technical Degree,1599,Male,Laboratory Technician,Divorced,No,Y,0,43,1,27,Bachelor's Degree,1,4,87,4,1,2,4876,5855,5,12,3,3,80,1,8,3,6,4,0,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,1940,Male,Research Scientist,Divorced,No,Y,0,38,1,9,Associates Degree,1,2,71,3,1,4,4771,14293,2,19,3,4,80,2,10,4,5,2,0,3
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,1424,Male,Research Director,Divorced,No,Y,4,55,1,1,Master's Degree,1,2,81,4,4,4,14732,12414,2,13,3,4,80,2,31,4,7,7,0,0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,1484,Male,Healthcare Representative,Divorced,No,Y,3,49,1,7,Master's Degree,1,3,35,3,3,2,10466,20948,3,14,3,2,80,2,29,3,8,7,0,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,1859,Male,Healthcare Representative,Divorced,No,Y,3,29,1,29,High School,1,4,93,1,2,3,6384,21143,8,17,3,4,80,2,11,3,7,0,1,6
No,Travel_Rarely,25 - 34,Current Employees,R&D,Other,1619,Male,Laboratory Technician,Divorced,No,Y,3,27,1,19,Bachelor's Degree,1,4,67,2,1,1,4066,16290,1,11,3,1,80,2,7,3,7,7,0,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,1671,Male,Research Scientist,Divorced,No,Y,4,32,1,2,Bachelor's Degree,1,4,45,3,2,2,5470,25518,0,13,3,3,80,2,10,2,9,5,1,6
No,Travel_Rarely,45 - 54,Current Employees,R&D,Technical Degree,1553,Male,Healthcare Representative,Divorced,No,Y,4,45,1,1,Master's Degree,1,1,66,3,3,2,7441,20933,1,12,3,1,80,3,10,3,10,8,7,7
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,1725,Male,Laboratory Technician,Divorced,No,Y,2,24,1,29,High School,1,2,91,3,1,1,3907,3622,1,13,3,2,80,3,6,4,6,2,1,2
No,Travel_Rarely,Under 25,Current Employees,R&D,Technical Degree,1551,Male,Laboratory Technician,Divorced,No,Y,3,24,1,21,Associates Degree,1,3,57,2,1,1,2296,10036,0,14,3,2,80,3,2,3,1,1,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,1871,Male,Research Scientist,Divorced,No,Y,2,39,1,19,Master's Degree,1,4,41,3,2,4,3902,5141,8,14,3,2,80,3,7,3,2,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,2031,Male,Manager,Married,No,Y,2,42,1,2,Bachelor's Degree,1,1,56,3,5,3,18880,17312,5,11,3,1,80,0,24,2,22,6,4,14
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,1543,Male,Research Scientist,Married,No,Y,2,37,1,13,Bachelor's Degree,1,1,47,3,2,4,4285,3031,1,17,3,1,80,0,10,3,10,8,3,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,1434,Male,Laboratory Technician,Married,No,Y,3,27,1,11,High School,1,2,91,3,1,1,2099,7679,0,14,3,2,80,0,6,4,5,0,1,4
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,1621,Male,Research Scientist,Married,No,Y,2,35,1,18,Doctoral Degree,1,2,48,4,2,1,5208,26312,1,11,3,4,80,0,16,3,16,15,1,10
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,2068,Male,Laboratory Technician,Married,No,Y,3,34,1,8,Bachelor's Degree,1,2,82,4,2,3,4404,10228,2,12,3,1,80,0,6,4,4,3,1,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,1689,Male,Healthcare Representative,Married,No,Y,2,53,1,24,Master's Degree,1,2,48,4,3,4,7005,3458,3,15,3,3,80,0,11,3,4,3,1,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,1867,Male,Research Director,Married,No,Y,3,48,1,10,Bachelor's Degree,1,4,91,2,5,2,19665,13583,4,12,3,4,80,0,29,3,22,10,12,9
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,1989,Male,Laboratory Technician,Married,No,Y,6,30,1,1,Associates Degree,1,4,76,3,1,2,3748,4077,1,13,3,3,80,0,12,2,12,8,1,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,1954,Male,Healthcare Representative,Married,No,Y,5,29,1,1,Bachelor's Degree,1,1,89,3,2,1,5373,6225,0,12,3,1,80,1,6,2,5,3,0,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Technical Degree,1473,Male,Healthcare Representative,Married,No,Y,0,49,1,5,Master's Degree,1,1,96,3,2,3,6651,21534,2,14,3,2,80,1,20,2,3,2,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,1971,Male,Healthcare Representative,Married,No,Y,1,43,1,11,Bachelor's Degree,1,1,30,3,3,3,7510,16873,1,17,3,2,80,1,10,3,10,9,0,9
No,Travel_Rarely,25 - 34,Current Employees,R&D,Technical Degree,1415,Male,Laboratory Technician,Married,No,Y,2,25,1,1,Bachelor's Degree,1,1,81,3,1,4,3229,4910,4,11,3,2,80,1,7,2,3,2,0,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Technical Degree,1438,Male,Research Scientist,Married,No,Y,2,47,1,1,Bachelor's Degree,1,1,74,3,1,4,3420,10205,7,12,3,3,80,1,17,2,6,5,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,1826,Male,Laboratory Technician,Married,No,Y,2,35,1,23,Master's Degree,1,2,91,1,1,3,2705,9696,0,16,3,2,80,1,6,4,5,4,0,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,1609,Male,Research Scientist,Married,No,Y,3,30,1,7,Bachelor's Degree,1,2,48,2,1,2,2141,5348,1,12,3,2,80,1,6,2,6,4,1,1
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,1696,Male,Laboratory Technician,Married,No,Y,3,34,1,5,Associates Degree,1,2,57,2,2,4,3986,11912,1,14,3,3,80,1,15,4,15,10,4,13
No,Travel_Rarely,25 - 34,Current Employees,R&D,Technical Degree,1931,Male,Research Scientist,Married,No,Y,3,27,1,2,Master's Degree,1,2,41,3,1,2,2226,6073,1,11,3,3,80,1,6,2,5,3,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,1721,Male,Laboratory Technician,Married,No,Y,2,31,1,2,Master's Degree,1,2,69,3,1,3,3477,18103,1,14,3,4,80,1,6,4,5,2,0,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,1729,Male,Research Scientist,Married,No,Y,2,30,1,16,High School,1,2,33,3,1,4,2862,3811,1,12,3,2,80,1,10,2,10,0,0,8
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,1580,Male,Research Scientist,Married,No,Y,3,34,1,1,Master's Degree,1,2,45,3,2,4,5484,13008,9,17,3,2,80,1,9,2,2,2,2,1
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,1903,Male,Healthcare Representative,Married,No,Y,5,44,1,1,Master's Degree,1,2,78,4,2,1,5033,9364,2,15,3,4,80,1,10,3,2,0,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,1542,Male,Laboratory Technician,Married,No,Y,3,42,1,2,Bachelor's Degree,1,3,68,2,1,2,4841,24052,4,14,3,2,80,1,4,3,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,1601,Male,Laboratory Technician,Married,No,Y,5,35,1,7,Associates Degree,1,3,63,2,1,4,2690,7713,1,18,3,4,80,1,1,2,1,0,0,1
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,1911,Male,Research Director,Married,No,Y,3,42,1,6,Bachelor's Degree,1,3,83,3,3,1,13348,14842,9,13,3,2,80,1,18,4,13,7,5,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,1799,Male,Research Scientist,Married,No,Y,6,28,1,1,Bachelor's Degree,1,3,82,3,1,4,2044,5531,1,11,3,3,80,1,5,4,5,3,0,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,1763,Male,Healthcare Representative,Married,No,Y,3,30,1,16,Bachelor's Degree,1,3,58,4,2,3,5294,9128,3,16,3,3,80,1,10,3,7,0,1,7
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,1707,Male,Research Scientist,Married,No,Y,1,24,1,9,Bachelor's Degree,1,3,62,4,1,3,4401,17616,1,16,3,4,80,1,5,3,5,3,0,4
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,2062,Male,Healthcare Representative,Married,No,Y,5,39,1,6,High School,1,4,42,2,3,1,9991,21457,4,15,3,1,80,1,9,3,7,7,1,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,1523,Male,Research Director,Married,No,Y,1,44,1,28,Bachelor's Degree,1,4,32,3,4,1,16328,22074,3,13,3,3,80,1,24,4,20,6,14,17
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,1728,Male,Manufacturing Director,Married,No,Y,3,35,1,27,Master's Degree,1,4,49,3,2,3,6883,5151,2,16,3,2,80,1,17,3,7,7,0,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,1798,Male,Research Scientist,Married,No,Y,1,33,1,8,Master's Degree,1,4,90,4,1,1,3143,6076,6,19,3,2,80,1,14,3,10,8,7,6
No,Travel_Rarely,Under 25,Current Employees,R&D,Technical Degree,1592,Male,Research Scientist,Married,No,Y,2,23,1,10,Bachelor's Degree,1,4,45,4,1,3,2073,12826,2,16,3,4,80,1,4,3,2,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,1682,Male,Healthcare Representative,Married,No,Y,2,36,1,26,Master's Degree,1,1,80,3,2,3,5347,7419,6,14,3,2,80,2,10,2,3,2,0,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,2012,Male,Laboratory Technician,Married,No,Y,3,40,1,1,Master's Degree,1,1,83,3,1,4,2406,4060,8,19,3,3,80,2,8,2,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,1803,Male,Healthcare Representative,Married,No,Y,2,42,1,13,Bachelor's Degree,1,2,95,4,2,1,5538,5696,5,18,3,3,80,2,10,2,0,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,1596,Male,Laboratory Technician,Married,No,Y,3,35,1,28,Bachelor's Degree,1,2,46,4,2,3,3407,25348,1,17,3,4,80,2,10,2,10,9,6,8
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,1514,Male,Manufacturing Director,Married,No,Y,2,28,1,29,High School,1,3,96,1,2,2,6549,3173,1,14,3,2,80,2,8,2,8,6,1,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,1558,Male,Research Scientist,Married,No,Y,2,29,1,9,Bachelor's Degree,1,3,91,4,1,3,2451,22376,6,18,3,1,80,2,5,2,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,1618,Male,Manufacturing Director,Married,No,Y,3,39,1,10,Doctoral Degree,1,2,76,3,2,1,5377,3835,2,13,3,4,80,3,10,3,7,7,7,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,1698,Male,Laboratory Technician,Married,No,Y,6,33,1,21,Bachelor's Degree,1,2,79,4,1,2,2028,13637,1,18,3,4,80,3,14,3,14,11,2,13
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,1770,Male,Research Director,Married,No,Y,2,55,1,2,Bachelor's Degree,1,3,60,2,5,1,19038,19805,8,12,3,2,80,3,34,3,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,1631,Male,Manufacturing Director,Married,No,Y,2,37,1,19,Bachelor's Degree,1,3,85,3,2,3,5768,26493,3,17,3,1,80,3,9,2,4,3,0,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,1718,Male,Laboratory Technician,Married,No,Y,3,26,1,17,Master's Degree,1,4,62,1,1,3,2305,6217,1,15,3,3,80,3,3,4,3,2,0,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,1435,Male,Laboratory Technician,Single,No,Y,2,36,1,4,Master's Degree,1,1,37,2,2,4,5810,22604,1,16,3,3,80,0,10,2,10,4,1,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,1659,Male,Laboratory Technician,Single,No,Y,4,36,1,7,Bachelor's Degree,1,1,77,3,1,2,2013,10950,2,11,3,3,80,0,15,3,4,3,1,3
No,Travel_Rarely,Under 25,Current Employees,R&D,Life Sciences,1533,Male,Laboratory Technician,Single,No,Y,2,23,1,20,High School,1,1,97,3,2,3,2272,24812,0,14,3,2,80,0,5,3,4,3,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,1577,Male,Research Scientist,Single,No,Y,4,34,1,7,Master's Degree,1,1,35,3,1,4,2972,22061,1,13,3,3,80,0,1,1,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,2014,Male,Research Scientist,Single,No,Y,2,39,1,24,High School,1,1,52,3,2,4,4108,5340,7,13,3,1,80,0,18,3,7,7,1,7
No,Travel_Rarely,Under 25,Current Employees,R&D,Life Sciences,1981,Male,Healthcare Representative,Single,No,Y,2,24,1,1,Associates Degree,1,2,45,2,2,3,4617,14120,1,12,3,2,80,0,4,2,4,3,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,2008,Male,Research Scientist,Single,No,Y,5,35,1,9,Master's Degree,1,2,48,3,2,3,5098,18698,1,19,3,2,80,0,10,3,10,7,0,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,1814,Male,Healthcare Representative,Single,No,Y,3,41,1,5,Bachelor's Degree,1,2,85,4,2,2,6870,15530,3,12,3,1,80,0,11,1,3,2,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,2048,Male,Research Scientist,Single,No,Y,2,40,1,2,Master's Degree,1,3,52,2,1,3,2809,2725,2,14,3,4,80,0,8,3,2,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,1952,Male,Laboratory Technician,Single,No,Y,6,26,1,1,Bachelor's Degree,1,3,95,3,1,1,2867,20006,0,13,3,4,80,0,8,2,7,7,7,6
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,1727,Male,Healthcare Representative,Single,No,Y,3,46,1,13,Master's Degree,1,3,34,3,2,2,5562,9697,6,14,3,4,80,0,19,3,10,7,0,9
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,1677,Male,Manager,Single,No,Y,2,49,1,1,Bachelor's Degree,1,3,36,3,4,3,15379,22384,4,14,3,1,80,0,23,3,8,7,0,0
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,1623,Male,Research Scientist,Single,No,Y,2,21,1,5,High School,1,3,97,3,1,4,3117,26009,1,18,3,3,80,0,3,3,2,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Other,1417,Male,Laboratory Technician,Single,No,Y,2,26,1,7,Bachelor's Degree,1,3,100,4,1,1,3578,23577,0,12,3,4,80,0,8,3,7,7,0,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,1564,Male,Laboratory Technician,Single,No,Y,3,35,1,1,Bachelor's Degree,1,4,68,2,1,1,2450,21731,1,19,3,2,80,0,3,3,3,0,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,1545,Male,Manufacturing Director,Single,No,Y,2,33,1,25,Bachelor's Degree,1,4,44,2,2,2,4320,24152,1,13,3,4,80,0,5,3,5,3,0,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,1883,Male,Laboratory Technician,Single,No,Y,2,29,1,7,Bachelor's Degree,1,4,59,3,1,1,2062,19384,3,14,3,2,80,0,11,3,3,2,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Technical Degree,2038,Male,Research Scientist,Single,No,Y,4,32,1,2,Bachelor's Degree,1,4,78,3,1,1,2439,11288,1,14,3,4,80,0,4,3,4,2,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,1475,Male,Research Scientist,Single,No,Y,3,44,1,20,Bachelor's Degree,1,4,49,3,1,2,3420,21158,1,13,3,3,80,0,6,2,5,2,1,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,1860,Male,Laboratory Technician,Single,No,Y,3,42,1,8,Bachelor's Degree,1,4,81,3,1,3,3968,13624,4,13,3,4,80,0,8,3,0,0,0,0
No,Travel_Rarely,Under 25,Current Employees,R&D,Life Sciences,2007,Male,Research Scientist,Single,No,Y,2,22,1,1,Associates Degree,1,4,63,3,1,3,3375,17624,0,12,3,4,80,0,4,4,3,2,1,2
No,Travel_Rarely,Under 25,Current Employees,R&D,Other,1982,Male,Laboratory Technician,Single,No,Y,6,23,1,12,Associates Degree,1,4,78,3,1,4,2647,13672,1,13,3,3,80,0,5,4,5,2,1,4
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,1472,Male,Research Director,Single,No,Y,2,53,1,2,Bachelor's Degree,1,4,39,4,4,2,16598,19764,4,12,3,2,80,0,35,2,9,8,8,8
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,1453,Male,Sales Executive,Divorced,No,Y,5,31,1,8,Associates Degree,1,1,31,3,3,4,10793,8386,1,18,3,1,80,1,13,3,13,7,9,9
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,1754,Male,Sales Executive,Divorced,No,Y,2,30,1,15,Associates Degree,1,3,94,2,3,1,7140,3088,2,11,3,1,80,1,12,3,7,7,1,7
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,2037,Male,Sales Executive,Divorced,No,Y,5,41,1,3,Bachelor's Degree,1,3,57,2,2,2,8938,12227,2,11,3,3,80,1,14,3,5,4,0,4
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,1951,Male,Sales Executive,Divorced,No,Y,2,34,1,13,Master's Degree,1,4,39,3,3,3,8628,22914,1,18,3,3,80,1,9,2,8,7,1,1
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,1497,Male,Sales Executive,Divorced,No,Y,3,29,1,19,Bachelor's Degree,1,3,77,2,2,3,8620,23757,1,14,3,3,80,2,10,3,10,7,0,4
